Company | Open | High | Low | Close | Volume
CHANDAN HEALTHCARE LTD | 287.0 | 290.0 | 286.0 | 290.0 | 4800
SHREYANS INDUSTRIES LTD | 174.87 | 178.8 | 171.61 | 173.92 | 1982
ONE POINT ONE SOL LTD | 52.25 | 54.45 | 52.25 | 54.2 | 1530024
DAM CAPITAL ADVISORS LTD | 207.62 | 210.8 | 206.25 | 209.38 | 263428
FINOLEX INDUSTRIES LTD | 165.07 | 166.9 | 164.55 | 166.18 | 246677
SENORES PHARMACEUTICALS L | 800.0 | 834.85 | 799.0 | 806.65 | 492988
SAVY INFRA AND LOGI LTD | 162.05 | 173.0 | 162.0 | 168.0 | 19200
SUNDROP BRANDS LIMITED | 710.45 | 719.0 | 703.0 | 706.35 | 8752
GUJ NAR VAL FER & CHEM L | 491.25 | 491.25 | 485.05 | 485.85 | 144791
TATA CONSULTANCY SERV LT | 3299.0 | 3317.9 | 3278.8 | 3282.0 | 3902511
MODISON LIMITED | 133.15 | 136.5 | 132.99 | 135.21 | 35986
JK TYRE & INDUSTRIES LTD | 461.05 | 491.9 | 459.5 | 485.75 | 6940050
MANGLAM INFRA & ENG LTD | 21.0 | 21.0 | 21.0 | 21.0 | 2000
MM FORGINGS LTD | 376.5 | 377.4 | 362.45 | 367.35 | 61557
LAKSHMI FIN IND CORP LTD | 174.55 | 176.99 | 173.01 | 174.34 | 386
ACCENT MICROCELL LIMITED | 337.0 | 337.45 | 330.0 | 334.1 | 25000
RAJRATAN GLOBAL WIRE LTD | 448.0 | 469.2 | 448.0 | 452.0 | 119645
DIGICONTENT LIMITED | 31.31 | 32.99 | 30.62 | 32.5 | 6055
SINCLAIRS HOTELS LIMITED | 82.53 | 88.0 | 81.6 | 84.79 | 35512
STALLION IND FLUOROCHEM L | 204.36 | 209.8 | 194.15 | 195.35 | 297500
SAPPHIRE FOODS INDIA LTD | 225.0 | 234.0 | 224.0 | 230.64 | 1851297
LINDE INDIA LIMITED | 5930.0 | 5982.0 | 5870.0 | 5896.0 | 28926
HDB FINANCIAL SERVICES L | 750.0 | 796.7 | 746.15 | 772.85 | 10391489
DILIGENT MEDIA CORP LTD. | 4.05 | 4.09 | 3.96 | 4.0 | 32712
SMARTEN POWER SYSTEMS LTD | 63.45 | 64.9 | 62.2 | 63.65 | 67200
BLS INTL SERVS LTD | 328.0 | 340.0 | 322.0 | 325.3 | 12333221
JINKUSHAL INDUSTRIES LTD | 93.58 | 97.59 | 93.58 | 96.03 | 343121
MASTEK LTD | 2150.9 | 2179.1 | 2142.6 | 2153.3 | 42163
BEML LIMITED | 1673.9 | 1725.1 | 1673.9 | 1721.4 | 175133
EFC (I) LIMITED | 300.0 | 311.0 | 298.2 | 308.0 | 513780
UPSURGE SEEDS OF AGRI LTD | 151.05 | 151.05 | 151.05 | 151.05 | 1284
USHA FINANCIAL SERVICES L | 36.0 | 36.0 | 35.0 | 35.0 | 11200
KCP LTD | 180.47 | 181.76 | 177.11 | 178.81 | 316041
INDOSTAR CAPITAL FIN LTD | 242.05 | 259.99 | 239.9 | 247.91 | 88288
SWASTIK PIPE LIMITED | 22.0 | 23.0 | 22.0 | 22.5 | 19200
NTPC GREEN ENERGY LIMITED | 90.06 | 90.24 | 89.5 | 89.92 | 3888880
SATIN CREDIT NET LTD | 139.0 | 140.89 | 139.0 | 140.46 | 71968
SANGAM (INDIA) LTD | 434.15 | 439.65 | 426.0 | 431.95 | 6247
B.A.G.CONVERGENCE LIMITED | 124.4 | 124.4 | 121.0 | 121.0 | 6400
HARIOM PIPE INDUSTRIES L | 348.0 | 353.4 | 347.0 | 351.7 | 49910
SAKUMA EXPORTS LIMITED | 2.14 | 2.16 | 2.13 | 2.14 | 866760
CHOLAMANDALAM FIN HOL LTD | 1815.4 | 1841.0 | 1798.9 | 1827.6 | 177162
DIVYADHAN RECYCLING IND L | 27.0 | 28.35 | 27.0 | 28.35 | 8000
ALKALI METALS LTD | 78.73 | 80.0 | 77.0 | 77.67 | 9248
ORTIN GLOBAL LIMITED | 13.32 | 13.98 | 12.75 | 13.8 | 2802
MALLCOM (INDIA) LIMITED | 1132.6 | 1180.0 | 1121.9 | 1145.2 | 1060
PAKKA LIMITED | 99.0 | 102.21 | 95.2 | 100.39 | 125075
RANA SUGARS LTD. | 12.77 | 12.93 | 11.88 | 12.26 | 784167
MIRCELECTR-DEPO | 24.55 | 25.36 | 24.55 | 25.07 | 252846
WELSPUN LIVING LIMITED | 133.26 | 137.37 | 133.26 | 135.76 | 1822636
SOLEX ENERGY LIMITED | 1445.5 | 1475.0 | 1425.0 | 1448.5 | 18947
AMBUJA CEMENTS LTD | 538.0 | 540.9 | 535.1 | 539.65 | 836741
CORDS CABLE INDUS LTD. | 186.01 | 189.0 | 183.1 | 187.21 | 18142
PG ELECTROPLAST LTD | 569.0 | 584.0 | 568.0 | 582.0 | 1478823
SPIC LTD | 78.62 | 79.0 | 75.78 | 77.43 | 1078262
IBL FINANCE LIMITED | 68.0 | 69.35 | 64.6 | 64.7 | 60000
LIFE INSURA CORP OF INDIA | 847.4 | 853.25 | 845.9 | 852.0 | 743935
EMUDHRA LIMITED | 580.9 | 594.35 | 580.55 | 592.9 | 27659
GODFREY PHILLIPS INDIA LT | 2769.7 | 2838.0 | 2760.0 | 2814.8 | 175523
CROP LIFE SCIENCE LIMITED | 45.2 | 45.2 | 45.2 | 45.2 | 2000
S D RETAIL LIMITED | 83.0 | 83.0 | 81.0 | 83.0 | 13000
ANTARCTICA LTD | 0.93 | 1.11 | 0.9 | 0.99 | 506090
DIVGI TORQTRANSFER SYST L | 593.65 | 603.7 | 583.05 | 587.3 | 3654
GILLANDERS ARBUTHNOT LTD | 101.5 | 102.98 | 100.87 | 101.74 | 2322
QMS MEDICAL ALLIED S LTD | 93.85 | 94.0 | 92.0 | 94.0 | 3000
JSW CEMENT LIMITED | 117.94 | 118.48 | 115.23 | 115.87 | 1970583
AERON COMPOSITE LIMITED | 98.95 | 100.7 | 98.95 | 99.0 | 11000
JYOTI GLOBAL PLAST LTD | 50.0 | 50.0 | 50.0 | 50.0 | 4000
CROMPT GREA CON ELEC LTD | 255.65 | 256.95 | 250.75 | 255.6 | 3766354
LAKSHMI PRE SCRE LTD | 5.05 | 5.55 | 5.03 | 5.04 | 5278
HDFC BANK LTD | 987.0 | 988.0 | 978.7 | 985.5 | 25952384
MARATHON NXTGEN REALT LTD | 529.0 | 539.25 | 529.0 | 535.3 | 21661
HIGHWAY INFRASTRUCTURE L | 56.42 | 58.05 | 55.94 | 57.71 | 224137
BALAJI AMINES LIMITED | 1090.5 | 1121.0 | 1087.2 | 1116.6 | 55047
AARTI SURFACTANTS LIMITED | 398.0 | 407.3 | 392.05 | 405.55 | 3412
WORTH PERIPHERALS LIMITED | 141.47 | 144.75 | 141.47 | 142.29 | 2370
GE VERNOVA T&D INDIA LTD | 2884.0 | 2950.0 | 2827.3 | 2927.0 | 853885
CHOLAMANDALAM IN & FIN CO | NA | NA | NA | NA | NA
LCC INFOTECH LTD | 3.85 | 4.24 | 3.85 | 4.13 | 28417
STUDDS ACCESSORIES LTD | 533.6 | 544.9 | 522.6 | 533.6 | 122251
SHRE PUSH CHEM & FERT LTD | 364.6 | 379.8 | 364.0 | 377.95 | 31301
SOFTTECH ENGINEERS LTD | 314.0 | 334.0 | 314.0 | 329.85 | 2089
ALOK INDUSTRIES LIMITED | 15.65 | 16.16 | 15.57 | 16.04 | 3458437
ANLON HEALTHCARE LIMITED | 136.0 | 138.25 | 134.55 | 137.74 | 33193
COMMERCIAL SYN BAGS LTD | 140.2 | 144.95 | 140.2 | 144.32 | 3564
RAJSHREE POLYPACK LTD | 16.76 | 16.95 | 16.43 | 16.81 | 40784
OCCL LIMITED | 94.57 | 102.0 | 93.97 | 98.27 | 90106
GALLANTT ISPAT LIMITED | 522.75 | 528.95 | 509.0 | 520.95 | 197427
AMBER ENTERPRISES (I) LTD | 6606.0 | 6705.0 | 6565.0 | 6681.0 | 182921
UFLEX LIMITED | 470.0 | 484.7 | 470.0 | 477.9 | 5293
RISHABH INSTRUMENTS LTD | 381.4 | 387.7 | 368.95 | 380.4 | 51876
MAHALAXMI RUBTECH LIMITED | 218.01 | 218.62 | 212.5 | 214.16 | 3473
TAKE SOLUTIONS LTD | 35.3 | 35.41 | 35.2 | 35.34 | 914852
PHYSICSWALLAH LIMITED | 132.23 | 134.81 | 130.05 | 132.29 | 10017807
RNFI SERVICES LIMITED | 318.0 | 328.9 | 318.0 | 323.6 | 21000
NIRAJ ISPAT IND LTD | 206.45 | 206.45 | 204.9 | 204.99 | 132
SMC GLOBAL SECURITIES LTD | 85.94 | 85.94 | 83.13 | 84.05 | 453915
SOMA TEXTILEI NDUSTRIES L | 106.86 | 106.86 | 106.86 | 106.86 | 2741
ELECON ENG. CO. LTD | 471.3 | 484.95 | 470.0 | 482.8 | 298741
WE WIN LIMITED | 45.5 | 45.52 | 45.46 | 45.49 | 1034
TTK PRESTIGE LTD | 611.0 | 637.0 | 609.0 | 618.25 | 23747
CESC LTD | 165.89 | 169.9 | 165.86 | 169.04 | 963684
RAMKRISHNA FORGINGS LTD | 480.0 | 485.45 | 475.4 | 477.95 | 330564
PARAGON FINE S.C. LTD. | 41.5 | 41.5 | 41.5 | 41.5 | 1200
S. P. APPARELS LIMITED | 700.05 | 717.2 | 700.05 | 710.3 | 12022
JAY JALARAM TECHNO LTD | 156.75 | 157.5 | 156.75 | 157.0 | 1500
PI INDUSTRIES LTD | 3212.0 | 3258.9 | 3204.3 | 3249.6 | 239968
GANGA FORGING LIMITED | 3.49 | 3.66 | 3.36 | 3.56 | 486341
INDIAN RENEWABLE ENERGY | 132.0 | 133.42 | 131.05 | 133.19 | 4037139
INFO EDGE (I) LTD | 1333.9 | 1345.1 | 1322.6 | 1340.8 | 1059063
EICHER MOTORS LTD | 7075.0 | 7242.0 | 7075.0 | 7217.0 | 423435
GUJARAT GAS LIMITED | 383.6 | 396.3 | 381.5 | 395.15 | 488401
PPAP AUTOMOTIVE LIMITED | 220.0 | 220.69 | 212.0 | 212.99 | 6558
PEARL POLYMERS LTD | 21.0 | 21.8 | 20.96 | 21.29 | 11295
HOME FIRST FIN CO IND LTD | 1156.1 | 1178.0 | 1113.2 | 1149.8 | 589222
KROSS LIMITED | 176.47 | 176.67 | 174.41 | 176.22 | 101179
SAMHI HOTELS LIMITED | 176.6 | 177.77 | 174.44 | 177.08 | 498928
AGARWAL FLOAT GLASS I LTD | 40.05 | 40.05 | 40.05 | 40.05 | 1500
CHEMPLAST SANMAR LIMITED | 248.0 | 250.7 | 245.3 | 248.05 | 79076
BAJEL PROJECTS LIMITED | 167.23 | 168.5 | 165.01 | 168.08 | 73640
SURAKSHA DIAGNOSTIC LTD | 278.6 | 278.6 | 271.0 | 272.95 | 15087
MAHANAGAR TELEPHONE NIGAM | 35.81 | 36.64 | 35.72 | 36.05 | 1476521
AEROFLEX ENTERPRISES LTD | 80.03 | 84.9 | 78.26 | 84.11 | 411762
S J LOGISTICS (INDIA) LTD | 350.5 | 357.85 | 350.0 | 352.7 | 10500
CCL PRODUCTS (I) LTD | 994.9 | 995.6 | 964.2 | 969.9 | 133767
JAYSHREE TEA & INDUSTRIES | 87.88 | 88.21 | 87.0 | 88.09 | 13026
FEDERAL-MOGUL GOETZE (IND | 439.0 | 444.75 | 434.4 | 438.0 | 34510
BEW ENGINEERING LIMITED | 122.7 | 123.8 | 120.0 | 120.65 | 15500
ORIENT PAPER AND INDS LTD | 22.26 | 22.85 | 22.26 | 22.77 | 161400
AIF 7.70 2029 PP D5STRPII | NA | NA | NA | NA | NA
AIF 7.73 2028 PP D3STRPII | NA | NA | NA | NA | NA
SETCO AUTOMOTIVE LTD | 14.51 | 15.19 | 14.5 | 14.88 | 20524
SERVOTECH REN POW SYS LTD | 77.32 | 79.9 | 76.8 | 79.5 | 650913
KRN HEAT EXCHANGE N REF L | 735.0 | 740.0 | 727.45 | 737.7 | 124028
INDEF MANUFACTURING LTD | 319.1 | 323.45 | 316.65 | 320.6 | 15260
SWARAJ ENGINES LTD | 3568.0 | 3625.0 | 3560.1 | 3619.7 | 5909
POWER GRID CORP. LTD. | 258.05 | 263.95 | 257.95 | 263.45 | 16657897
GREENPANEL INDUSTRIES LTD | 226.68 | 231.16 | 223.51 | 227.18 | 114149
PYRAMID TECHNOPLAST LTD | 165.5 | 165.5 | 159.5 | 162.39 | 12403
EIMCO ELECON (INDIA) LTD | 1540.3 | 1575.0 | 1540.1 | 1564.8 | 6942
FILATEX FASHIONS LIMITED | 0.38 | 0.39 | 0.37 | 0.38 | 102702097
VISAKA INDUSTRIES LIMITED | 63.8 | 67.06 | 63.8 | 66.72 | 114617
TRAVEL FOOD SERVICES LTD | 1258.4 | 1258.4 | 1230.0 | 1233.9 | 54237
HIMATSINGKA SEIDE LTD | 113.92 | 116.09 | 113.92 | 115.79 | 99361
DLF LIMITED | 679.2 | 694.65 | 679.2 | 691.2 | 1311420
TRF LIMITED | 304.45 | 315.9 | 299.05 | 305.2 | 101412
CONCORD ENVIRO SYSTEMS L | 444.0 | 450.05 | 436.0 | 436.8 | 14107
PIDILITE INDUSTRIES LTD | 1451.6 | 1463.3 | 1447.1 | 1458.3 | 504759
COUNTRY CLUB HOSP HOL LTD | 15.12 | 15.64 | 15.07 | 15.2 | 20831
HUHTAMAKI INDIA LIMITED | 205.01 | 209.89 | 205.01 | 208.84 | 76953
BANNARI AM SPIN MILL LTD. | 26.7 | 27.47 | 26.46 | 26.94 | 135634
BALAXI PHARMA LTD | 28.4 | 28.4 | 27.6 | 27.83 | 88186
GEEKAY WIRES LIMITED | 30.7 | 31.72 | 30.61 | 31.09 | 59829
RKEC PROJECTS LIMITED | 52.4 | 53.7 | 52.31 | 53.04 | 16285
MAS FINANCIAL SERV LTD | 318.7 | 320.9 | 314.0 | 315.95 | 117644
BALMER LAWRIE & CO LTD | 171.7 | 174.84 | 171.7 | 174.32 | 137781
AIRTEL RS. 1.25 PPD UP | 1651.0 | 1689.0 | 1625.2 | 1674.3 | 7471419
MEGHMANI ORGANICS LIMITED | 62.59 | 64.01 | 59.75 | 61.5 | 747866
DOLAT ALGOTECH LIMITED | 83.36 | 86.82 | 82.53 | 86.12 | 608547
SHRI AHIMSA NATURALS LTD | 239.0 | 239.0 | 233.1 | 235.0 | 10800
AEGIS LOGISTICS LIMITED | 729.7 | 739.0 | 725.9 | 736.25 | 146816
DOCMODE HEALTH TECH LTD | 65.0 | 65.0 | 58.9 | 58.9 | 12800
AHLUWALIA CONT IND LTD | 957.7 | 978.75 | 949.7 | 975.15 | 71038
GUFIC BIOSCIENCES LTD. | 347.0 | 352.3 | 345.85 | 349.0 | 19683
TOURISM FINANCE CORP. OF | 64.14 | 65.57 | 63.65 | 65.24 | 2948406
HERANBA INDUSTRIES LTD | 241.1 | 247.9 | 239.0 | 243.55 | 25994
MAXPOSURE LIMITED | 48.0 | 48.0 | 48.0 | 48.0 | 6000
R K SWAMY LIMITED | 118.95 | 118.95 | 113.13 | 114.01 | 41446
PALRED TECHNOLOGIES LTD | 39.77 | 39.9 | 36.34 | 39.68 | 7022
ZENSAR TECHNOLOGIES  LTD | 732.95 | 743.8 | 732.2 | 741.5 | 196318
SKIPPER LIMITED | 421.0 | 425.5 | 418.0 | 423.05 | 163085
ROSSELL TECHSYS LIMITED | 630.5 | 648.05 | 625.05 | 642.2 | 59333
LT FOODS LIMITED | 395.7 | 402.4 | 393.25 | 401.35 | 356357
DCM SHRIRAM LIMITED | 1215.0 | 1222.8 | 1201.7 | 1212.5 | 36224
ENERGY MISSION MACH IND L | 190.75 | 190.75 | 190.75 | 190.75 | 500
FOODS & INNS LIMITED | 71.75 | 71.9 | 69.0 | 70.08 | 122007
OPTIVALUE TEK CONSULT LTD | 71.25 | 71.25 | 68.7 | 70.3 | 72000
SASTASUNDAR VENTURES LTD | 305.2 | 307.1 | 301.0 | 303.85 | 2568
SEAMEC LIMITED | 1019.3 | 1040.4 | 1010.05 | 1026.9 | 23718
PONDY OXIDES & CHEM LTD | 1279.0 | 1304.4 | 1279.0 | 1301.8 | 88149
SILKFLEX POLYMERS INDIA L | 89.0 | 89.0 | 89.0 | 89.0 | 4000
INTELLECT DESIGN ARENA | 1035.0 | 1064.3 | 1027.0 | 1053.6 | 295225
UJJIVAN SMALL FINANC BANK | 53.3 | 54.4 | 53.19 | 54.06 | 4640333
SHAKTI PUMPS (I) LTD | 740.0 | 743.0 | 715.2 | 723.1 | 3939938
ESCORTS KUBOTA LIMITED | 3667.9 | 3685.4 | 3590.1 | 3615.8 | 125821
SYNCOM FORMU (I) LTD | 14.45 | 14.57 | 14.29 | 14.45 | 1241318
EASTERN SILK INDUSTRIES L | 86.94 | 86.94 | 86.94 | 86.94 | 51
KONSTELEC ENGINEERS LTD | 43.0 | 43.1 | 42.0 | 42.05 | 6000
SUNREST LIFESCIENCE LTD | 42.5 | 43.0 | 42.5 | 43.0 | 3200
VAKRANGEE LIMITED | 7.7 | 7.84 | 7.68 | 7.82 | 1299812
Z-TECH (INDIA) LIMITED | 590.0 | 603.9 | 590.0 | 602.2 | 26400
ELDECO HSG & IND LTD. | 993.75 | 996.5 | 920.0 | 941.95 | 2144
GANESH BENZOPLAST LIMITED | 80.9 | 81.99 | 80.55 | 80.76 | 41443
RADAAN MEDIAWORKS (I) LTD | 3.71 | 3.82 | 3.65 | 3.76 | 29972
AGARWAL INDS CORP LTD. | 712.5 | 716.0 | 707.35 | 710.05 | 5966
GTPL HATHWAY LIMITED | 99.52 | 103.39 | 99.52 | 101.05 | 7514
SUPRAJIT ENGINEERING LTD | 462.1 | 468.0 | 460.05 | 465.35 | 35649
PRITIKA ENG COMPO LTD | 70.95 | 71.9 | 69.95 | 71.2 | 40000
BATA INDIA LTD | 948.0 | 955.15 | 936.8 | 950.65 | 95986
TRIDENT LIMITED | 26.67 | 27.17 | 26.58 | 26.95 | 5693407
TECHNO ELEC & ENG CO. LTD | 1059.8 | 1097.0 | 1053.4 | 1093.3 | 183995
TRIVENI ENGG. & INDS. LTD | 374.4 | 378.5 | 369.85 | 375.0 | 541382
SYSTEMATIX CORP SERVICE L | 153.3 | 158.68 | 153.3 | 155.85 | 62156
HVAX TECHNOLOGIES LIMITED | 845.8 | 845.8 | 845.5 | 845.55 | 600
STARTECK FINANCE LIMITED | 271.0 | 278.2 | 265.1 | 269.95 | 9173
LAKSHYA POWERTECH LIMITED | 120.2 | 120.35 | 120.2 | 120.35 | 2400
WOMANCART LIMITED | 291.4 | 296.7 | 291.4 | 293.5 | 6400
WESTLIFE FOODWORLD LTD | 520.35 | 525.2 | 513.0 | 520.25 | 62575
BEDMUTHA INDUST LTD | 108.1 | 108.1 | 102.51 | 105.84 | 8801
LAURUS LABS LIMITED | 1020.0 | 1049.0 | 1018.6 | 1045.2 | 2844049
ENDURANCE TECHNO. LTD. | 2601.0 | 2705.0 | 2600.1 | 2695.8 | 84949
MOIL LIMITED | 320.1 | 323.95 | 318.55 | 322.9 | 503030
BAJAJ FINSERV LTD. | 2019.0 | 2055.0 | 2017.9 | 2043.8 | 1104767
FUTURE MKT NETWORKS LTD | 8.95 | 9.17 | 8.63 | 8.79 | 74805
SHANTI OVERSEAS INDIA LTD | 9.07 | 9.52 | 9.07 | 9.36 | 56683
MOS UTILITY LIMITED | 23.45 | 23.45 | 22.8 | 22.85 | 72000
JIO FIN SERVICES LTD | 294.1 | 297.8 | 293.35 | 296.95 | 8767177
DR. REDDY S LABORATORIES | 1277.0 | 1292.9 | 1268.9 | 1278.2 | 1209487
MEDI ASSIST HEALTH SER L | 441.15 | 441.15 | 431.1 | 437.0 | 1358859
ROLLATAINERS LIMITED | 1.32 | 1.34 | 1.27 | 1.31 | 118934
MIRZA INTERNATIONAL LIMIT | 40.11 | 40.77 | 38.2 | 38.8 | 299858
ZEN TECHNOLOGIES LIMITED | 1344.2 | 1369.8 | 1340.0 | 1366.1 | 181841
SANCO INDUSTRIES LIMITED | 1.9 | 1.98 | 1.82 | 1.96 | 638
PENINSULA LAND LIMITED | 25.25 | 26.19 | 25.25 | 25.94 | 92559
SONA MACHINERY LIMITED | 46.9 | 47.0 | 46.65 | 46.95 | 8000
KAMDHENU LIMITED | 22.11 | 22.9 | 21.92 | 22.58 | 1186694
GOYAL ALUMINIUMS LIMITED | 6.89 | 6.89 | 6.75 | 6.82 | 36995
POLYPLEX CORPORATION LTD | 798.5 | 815.05 | 793.1 | 808.55 | 38035
STAR HEALTH & AL INS CO L | 458.8 | 467.8 | 458.0 | 465.35 | 227684
ESTER INDUSTRIES LTD | 105.3 | 106.8 | 105.3 | 106.28 | 23262
LYPSA GEMS & JEWEL LTD | 5.1 | 5.1 | 4.92 | 4.96 | 25334
UNICHEM LABORATORIES LTD | 459.3 | 463.0 | 446.45 | 449.8 | 12333
PREMIER EXPLOSIVES LTD | 474.0 | 495.95 | 474.0 | 491.75 | 226931
ZOTA HEALTH CARE LIMITED | 1580.0 | 1580.0 | 1540.4 | 1549.3 | 70400
ORTEL COMMUNICATIONS LTD | 1.7 | 1.7 | 1.62 | 1.7 | 3251
BOROSIL RENEWABLES LTD | 526.65 | 564.7 | 522.55 | 556.05 | 731064
DMCC SPECIALITY CHEMICALS | 256.0 | 262.4 | 255.1 | 257.8 | 8481
SAHAJ SOLAR LIMITED | 169.5 | 172.5 | 163.1 | 165.0 | 16400
SAKAR HEALTHCARE LIMITED | 412.5 | 430.0 | 409.85 | 425.05 | 64845
RAGHAV PRODUCTIVITY ENH L | 930.0 | 939.3 | 910.0 | 919.4 | 26186
HT MEDIA LIMITED | 23.9 | 23.9 | 22.61 | 22.83 | 57290
ALCOKRAFT DISTILLERIE LTD | 103.0 | 103.0 | 102.0 | 102.25 | 2500
TOTAL TRANSPORT SYS LTD | 76.78 | 77.02 | 74.81 | 75.36 | 4094
FINBUD FINANCIAL SERV LTD | 132.3 | 134.8 | 130.0 | 132.55 | 72000
PNC INFRATECH LTD. | 248.6 | 253.8 | 246.32 | 253.21 | 148414
RATTANINDIA ENT LIMITED | 40.43 | 42.84 | 40.3 | 41.35 | 5875415
SHRIRAM PIST. & RING LTD | 3064.9 | 3126.4 | 3055.1 | 3086.5 | 82449
SAROJA PHARMA INDUS IND L | 39.2 | 39.55 | 39.2 | 39.55 | 3200
JHS SVEND. LAB. LTD | 10.09 | 11.0 | 10.0 | 10.04 | 194455
NHPC LTD | 75.12 | 76.75 | 74.75 | 76.61 | 8352760
21ST CENTURY MGMT SERVICE | 49.52 | 49.52 | 47.6 | 48.74 | 17758
R.P.P INFRA PROJECTS LTD | 97.2 | 98.75 | 95.82 | 97.14 | 71506
SHIPPING CORP OF ILA LTD | 46.5 | 47.0 | 46.27 | 46.66 | 199371
CEMINDIA PROJECTS LIMITED | 787.0 | 804.8 | 786.0 | 800.25 | 182505
STL NETWORKS LIMITED | 22.51 | 22.76 | 22.37 | 22.68 | 459063
ELECTCAST WARRANTS | NA | NA | NA | NA | NA
DOLLEX AGROTECH LIMITED | 38.0 | 38.95 | 38.0 | 38.95 | 8000
AAKASH EXPLORATION SER L | 8.78 | 8.99 | 8.71 | 8.77 | 33599
ZYDUS WELLNESS LIMITED | 428.2 | 430.95 | 421.0 | 426.1 | 86511
EPIGRAL LIMITED | 1439.8 | 1443.1 | 1373.9 | 1389.1 | 66796
DEBOCK INDUSTRIES LIMITED | 1.73 | 1.88 | 1.71 | 1.81 | 351223
APTUS VALUE HSG FIN I LTD | 284.0 | 285.0 | 280.5 | 283.55 | 334009
MPS LIMITED | 2019.7 | 2030.9 | 1988.0 | 1996.9 | 18602
TIPS FILMS LIMITED | 430.0 | 467.1 | 421.35 | 445.3 | 308137
RATNAVEER PRECISION ENG L | 160.0 | 162.79 | 157.02 | 159.87 | 967400
TAMILNADU TELECOMMUNICATI | 10.2 | 10.45 | 10.0 | 10.19 | 23467
INNOMET ADVANCED MATERI L | 100.0 | 100.0 | 95.0 | 99.85 | 6000
ALLCARGO TERMINALS LTD | 26.35 | 26.85 | 26.0 | 26.41 | 139091
PTC INDIA FIN SERV LTD | 32.49 | 33.03 | 32.41 | 32.75 | 472355
HEG LTD | 523.9 | 531.9 | 521.25 | 530.2 | 345772
AGI GREENPAC LIMITED | 715.95 | 724.0 | 711.0 | 721.65 | 32214
LEAD REC AND RUB PROD LTD | 77.5 | 77.5 | 73.7 | 73.7 | 3000
SEPC LIMITED | 9.91 | 10.3 | 9.86 | 10.16 | 14396389
SANGINITA CHEMICALS LTD | 10.05 | 10.3 | 9.83 | 10.23 | 49480
MATRIX GEO SOLUTIONS LTD | 85.95 | 86.0 | 75.0 | 77.5 | 10800
SESHASAYEE PAPER & BOARDS | 235.0 | 241.3 | 233.42 | 238.73 | 5630
AUTOMOTIVE STAMPINGS & AS | 472.0 | 486.0 | 472.0 | 483.7 | 8391
AUSOM ENTERPRISE LIMITED | 107.0 | 109.8 | 106.02 | 108.07 | 10949
ONE 97 COMMUNICATIONS LTD | 1287.5 | 1345.0 | 1285.0 | 1336.0 | 7311327
PATIL AUTOMATION LIMITED | 189.0 | 194.4 | 186.15 | 189.45 | 19800
DCW LTD | 57.37 | 58.99 | 57.37 | 58.63 | 551392
RADIOWALLA NETWORK LTD | 59.5 | 59.5 | 56.0 | 56.3 | 11200
VARDHMAN POLYTEX LTD. | 6.25 | 6.58 | 6.04 | 6.35 | 266092
THAAI CASTING LIMITED | 107.0 | 107.0 | 101.0 | 101.0 | 2400
LANDMARK PR.DEV.CO.LTD | 7.1 | 7.19 | 6.99 | 7.11 | 27858
POLY MEDICURE LIMITED | 1800.0 | 1824.9 | 1774.6 | 1810.3 | 131334
PUDUMJEE PAPER PRO. LTD | 94.02 | 98.0 | 94.02 | 96.71 | 70794
TVS SUPPLY CHAIN SOL L | 104.51 | 107.0 | 104.51 | 106.45 | 219773
JAY BHARAT MARUTI LTD | 85.99 | 88.3 | 84.69 | 86.79 | 60175
KNR CONSTRU LTD. | 142.82 | 147.27 | 141.51 | 146.46 | 1138920
PAGE INDUSTRIES LTD | 35705.0 | 35960.0 | 35310.0 | 35745.0 | 41521
ZF COM VE CTR SYS IND LTD | 15020.0 | 15848.0 | 14922.0 | 15567.0 | 57351
VINSYS IT SERVICES IND LT | 380.5 | 390.8 | 372.15 | 382.0 | 5750
MINDPOOL TECHNOLOGIES LTD | 68.55 | 71.1 | 68.55 | 71.1 | 11000
VENTIVE HOSPITALITY LTD | 707.95 | 711.2 | 690.0 | 695.75 | 180367
INNOVA CAPTAB LIMITED | 692.0 | 700.75 | 682.0 | 689.25 | 23459
SAATVIK GREEN ENERGY LTD | 390.0 | 397.0 | 390.0 | 395.1 | 100728
TRUCAP FINANCE LIMITED | 7.87 | 8.5 | 7.87 | 8.38 | 205130
KANPUR PLASTIPACK LIMITED | 196.22 | 196.28 | 192.91 | 193.83 | 4064
INOX GREEN ENERGY SER LTD | 198.0 | 206.23 | 197.12 | 203.92 | 394553
ASTRA MICROWAVE LTD | 894.9 | 913.0 | 885.15 | 908.25 | 186720
AARVI ENCON LIMITED | 122.92 | 125.2 | 122.41 | 124.14 | 10373
ISHAN INTERNATIONAL LTD | 0.75 | 0.8 | 0.75 | 0.8 | 192000
WEBSOL ENERGY SYSTEM LTD | 83.5 | 87.5 | 79.86 | 84.07 | 4998120
MAHICKRA CHEMICAL LIMITED | 143.6 | 149.8 | 143.6 | 145.0 | 5250
TEAMO PRODUCTIONS HQ LTD | 0.54 | 0.55 | 0.52 | 0.54 | 1152700
FORCE MOTORS LIMITED | 17304.0 | 18244.0 | 17286.0 | 17801.0 | 114591
DURLAX TOP SURFACE LTD | 40.0 | 41.75 | 40.0 | 40.5 | 18000
